Gene,locus_tag(gene),old_locus_tag(gene),locus_tag(cds),old_locus_tag(cds),codonStart,translTable,product,protein _id,Unnamed: 9
gene=4420960..4421823,"locus_tag=""MXAN_RS17980""","old_locus_tag=""MXAN_3707""","locus_tag=""MXAN_RS17980""","old_locus_tag=""MXAN_3707""",codon_start=1,transl_table=11,"product=""class I SAM-dependent methyltransferase""","protein_id=""WP_011553724.1"" ",
gene=complement(4421833..4422426),"locus_tag=""MXAN_RS17985""","old_locus_tag=""MXAN_3708""","locus_tag=""MXAN_RS17985""","old_locus_tag=""MXAN_3708""",codon_start=1,transl_table=11,"product=""Uma2 family endonuclease""","protein_id=""WP_171452375.1"" ",
gene=complement(4422543..4424252),"locus_tag=""MXAN_RS17990""","old_locus_tag=""MXAN_3709""","locus_tag=""MXAN_RS17990""","old_locus_tag=""MXAN_3709""",codon_start=1,transl_table=11,"product=""HAD-IG family 5'-nucleotidase""","protein_id=""WP_011553726.1"" ",
gene=4424633..4426726,"locus_tag=""MXAN_RS17995""","old_locus_tag=""MXAN_3710""","locus_tag=""MXAN_RS17995""","old_locus_tag=""MXAN_3710""",codon_start=1,transl_table=11,"protein_id=""WP_216609440.1"" ",,
gene=4426729..4427394,"locus_tag=""MXAN_RS18000""","old_locus_tag=""MXAN_3711""","locus_tag=""MXAN_RS18000""","old_locus_tag=""MXAN_3711""",codon_start=1,transl_table=11,"product=""response regulator transcription factor""","protein_id=""WP_026114131.1"" ",
gene=4427422..4428735,"locus_tag=""MXAN_RS18005""","old_locus_tag=""MXAN_3712""","locus_tag=""MXAN_RS18005""","old_locus_tag=""MXAN_3712""",codon_start=1,transl_table=11,"product=""pitrilysin family protein""","protein_id=""WP_011553729.1"" ",
gene=4428765..4430204,"locus_tag=""MXAN_RS18010""","old_locus_tag=""MXAN_3713""","locus_tag=""MXAN_RS18010""","old_locus_tag=""MXAN_3713""",codon_start=1,transl_table=11,"product=""pitrilysin family protein""","protein_id=""WP_011553730.1"" ",
gene=4430201..4430905,"locus_tag=""MXAN_RS18015""","old_locus_tag=""MXAN_3714""","locus_tag=""MXAN_RS18015""","old_locus_tag=""MXAN_3714""",codon_start=1,transl_table=11,"product=""RluA family pseudouridine synthase""","protein_id=""WP_011553731.1"" ",
gene=complement(4430920..4432446),"locus_tag=""MXAN_RS18020""","old_locus_tag=""MXAN_3715""","locus_tag=""MXAN_RS18020""","old_locus_tag=""MXAN_3715""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_026114130.1"" ",
gene=complement(4432482..4433195),"locus_tag=""MXAN_RS18025""","old_locus_tag=""MXAN_3716""","locus_tag=""MXAN_RS18025""","old_locus_tag=""MXAN_3716""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011553733.1"" ",
gene=4433226..4434041,"locus_tag=""MXAN_RS18030""","old_locus_tag=""MXAN_3717""","locus_tag=""MXAN_RS18030""","old_locus_tag=""MXAN_3717""",codon_start=1,transl_table=11,"product=""ABC transporter permease""","protein_id=""WP_011553734.1"" ",
gene=4434083..4434820,"locus_tag=""MXAN_RS18035""","old_locus_tag=""MXAN_3718""","locus_tag=""MXAN_RS18035""","old_locus_tag=""MXAN_3718""",codon_start=1,transl_table=11,"product=""ABC transporter ATP-binding protein""","protein_id=""WP_011553735.1"" ",
gene=4434926..4436455,"locus_tag=""MXAN_RS18040""","old_locus_tag=""MXAN_3719""","locus_tag=""MXAN_RS18040""","old_locus_tag=""MXAN_3719""",codon_start=1,transl_table=11,"product=""MlaD family protein""","protein_id=""WP_011553736.1"" ",
gene=4436567..4437493,"locus_tag=""MXAN_RS18045""","old_locus_tag=""MXAN_3720""","locus_tag=""MXAN_RS18045""","old_locus_tag=""MXAN_3720""",codon_start=1,transl_table=11,"product=""PfkB family carbohydrate kinase""","protein_id=""WP_011553737.1"" ",
gene=4437594..4437947,"locus_tag=""MXAN_RS18050""","old_locus_tag=""MXAN_3721""","locus_tag=""MXAN_RS18050""","old_locus_tag=""MXAN_3721""",codon_start=1,transl_table=11,"product=""TIGR02266 family protein""","protein_id=""WP_216609442.1"" ",
gene=4437975..4438757,"locus_tag=""MXAN_RS18055""","old_locus_tag=""MXAN_3722""","locus_tag=""MXAN_RS18055""","old_locus_tag=""MXAN_3722""",codon_start=1,transl_table=11,"product=""metallophosphoesterase""","protein_id=""WP_225909272.1"" ",
gene=4438762..4439490,"locus_tag=""MXAN_RS18060""","old_locus_tag=""MXAN_3723""","locus_tag=""MXAN_RS18060""","old_locus_tag=""MXAN_3723""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011553739.1"" ",
gene=4439506..4440348,"locus_tag=""MXAN_RS18065""","old_locus_tag=""MXAN_3724""","locus_tag=""MXAN_RS18065""","old_locus_tag=""MXAN_3724""",codon_start=1,transl_table=11,"product=""archaetidylserine decarboxylase""","protein_id=""WP_011553740.1"" ",
gene=4440375..4441622,"locus_tag=""MXAN_RS18070""","old_locus_tag=""MXAN_3725""","locus_tag=""MXAN_RS18070""","old_locus_tag=""MXAN_3725""",codon_start=1,transl_table=11,"product=""histidine--tRNA ligase""","protein_id=""WP_214424302.1"" ",
gene=4441768..4442175,"locus_tag=""MXAN_RS18075""","old_locus_tag=""MXAN_3726""","locus_tag=""MXAN_RS18075""","old_locus_tag=""MXAN_3726""",codon_start=1,transl_table=11,"protein_id=""WP_020480761.1"" ",,
gene=4442172..4442468,"locus_tag=""MXAN_RS18080""","old_locus_tag=""MXAN_3727""","locus_tag=""MXAN_RS18080""","old_locus_tag=""MXAN_3727""",codon_start=1,transl_table=11,"product=""PqqD family protein""","protein_id=""WP_011553743.1"" ",
gene=4442468..4442995,"locus_tag=""MXAN_RS18085""","old_locus_tag=""MXAN_3728""","locus_tag=""MXAN_RS18085""","old_locus_tag=""MXAN_3728""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_216609502.1"" ",
gene=4443010..4446108,"locus_tag=""MXAN_RS18090""","old_locus_tag=""MXAN_3729""","locus_tag=""MXAN_RS18090""","old_locus_tag=""MXAN_3729""",codon_start=1,transl_table=11,"product=""PQQ-binding-like beta-propeller repeat protein""","protein_id=""WP_011553745.1"" ",
gene=4446275..4447126,"locus_tag=""MXAN_RS18095""","old_locus_tag=""MXAN_3730""","locus_tag=""MXAN_RS18095""","old_locus_tag=""MXAN_3730""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011553746.1"" ",
gene=4447119..4448045,"locus_tag=""MXAN_RS18100""","old_locus_tag=""MXAN_3731""","locus_tag=""MXAN_RS18100""","old_locus_tag=""MXAN_3731""",codon_start=1,transl_table=11,"product=""tRNA (adenosine(37)-N6)-dimethylallyltransferaseMiaA""","protein_id=""WP_011553747.1"" ",
gene=4448223..4448840,"locus_tag=""MXAN_RS18105""","old_locus_tag=""MXAN_3732""","locus_tag=""MXAN_RS18105""","old_locus_tag=""MXAN_3732""",codon_start=1,transl_table=11,"product=""HdeD family acid-resistance protein""","protein_id=""WP_043612720.1"" ",
gene=4448959..4449885,"locus_tag=""MXAN_RS18110""","old_locus_tag=""MXAN_3733""","locus_tag=""MXAN_RS18110""","old_locus_tag=""MXAN_3733""",codon_start=1,transl_table=11,"product=""bestrophin family protein""","protein_id=""WP_043612717.1"" ",
gene=complement(4449873..4451606),"locus_tag=""MXAN_RS18115""","old_locus_tag=""MXAN_3734""","locus_tag=""MXAN_RS18115""","old_locus_tag=""MXAN_3734""",codon_start=1,transl_table=11,"product=""response regulator""","protein_id=""WP_011553750.1"" ",
gene=complement(4451655..4452611),"locus_tag=""MXAN_RS18120""","old_locus_tag=""MXAN_3735""","locus_tag=""MXAN_RS18120""","old_locus_tag=""MXAN_3735""",codon_start=1,transl_table=11,"product=""diguanylate cyclase""","protein_id=""WP_011553751.1"" ",
gene=complement(4453011..4453754),"locus_tag=""MXAN_RS18125""","old_locus_tag=""MXAN_3736""","locus_tag=""MXAN_RS18125""","old_locus_tag=""MXAN_3736""",codon_start=1,transl_table=11,"product=""M48 family metallopeptidase""","protein_id=""WP_011553752.1"" ",
gene=4453851..4453936,"locus_tag=""MXAN_RS18130""","old_locus_tag=""MXAN_3737""","locus_tag=""MXAN_RS18130""","old_locus_tag=""MXAN_3737""",codon_start=1,,"product=""tRNA-Leu"" ",,
gene=4454039..4454713,"locus_tag=""MXAN_RS18135""","old_locus_tag=""MXAN_3738""","locus_tag=""MXAN_RS18135""","old_locus_tag=""MXAN_3738""",codon_start=1,transl_table=11,"product=""response regulator""","protein_id=""WP_011553753.1"" ",
gene=4454816..4456102,"locus_tag=""MXAN_RS18140""","old_locus_tag=""MXAN_3739""","locus_tag=""MXAN_RS18140""","old_locus_tag=""MXAN_3739""",codon_start=1,transl_table=11,"protein_id=""WP_011553754.1"" ",,
gene=4456159..4456560,"locus_tag=""MXAN_RS18145""","old_locus_tag=""MXAN_3740""","locus_tag=""MXAN_RS18145""","old_locus_tag=""MXAN_3740""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_026114128.1"" ",
gene=4456617..4456689,"locus_tag=""MXAN_RS18150""","old_locus_tag=""MXAN_3741""","locus_tag=""MXAN_RS18150""","old_locus_tag=""MXAN_3741""",codon_start=1,,"product=""tRNA-Ala"" ",,
gene=4456770..4456842,"locus_tag=""MXAN_RS18155""","old_locus_tag=""MXAN_3742""","locus_tag=""MXAN_RS18155""","old_locus_tag=""MXAN_3742""",codon_start=1,,"product=""tRNA-Ala"" ",,
gene=complement(4456905..4457828),"locus_tag=""MXAN_RS18160""","old_locus_tag=""MXAN_3743""","locus_tag=""MXAN_RS18160""","old_locus_tag=""MXAN_3743""",codon_start=1,transl_table=11,"product=""class I fructose-bisphosphate aldolase""","protein_id=""WP_026114127.1"" ",
gene=4458076..4459827,"locus_tag=""MXAN_RS18165""","old_locus_tag=""MXAN_3744""","locus_tag=""MXAN_RS18165""","old_locus_tag=""MXAN_3744""",codon_start=1,transl_table=11,"product=""TolC family protein""","protein_id=""WP_171452230.1"" ",
gene=4459883..4460488,"locus_tag=""MXAN_RS18170""","old_locus_tag=""MXAN_3745""","locus_tag=""MXAN_RS18170""","old_locus_tag=""MXAN_3745""",codon_start=1,transl_table=11,"product=""phospholipid-binding protein MlaC""","protein_id=""WP_011553758.1"" ",
gene=complement(4460557..4461558),"locus_tag=""MXAN_RS18175""","old_locus_tag=""MXAN_3746""","locus_tag=""MXAN_RS18175""","old_locus_tag=""MXAN_3746""",codon_start=1,transl_table=11,"product=""NAD(P)-dependent oxidoreductase""","protein_id=""WP_011553759.1"" ",
gene=complement(4461586..4462758),"locus_tag=""MXAN_RS18180""","old_locus_tag=""MXAN_3747""","locus_tag=""MXAN_RS18180""","old_locus_tag=""MXAN_3747""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011553760.1"" ",
gene=complement(4462766..4464304),"locus_tag=""MXAN_RS18185""","old_locus_tag=""MXAN_3748""","locus_tag=""MXAN_RS18185""","old_locus_tag=""MXAN_3748""",codon_start=1,transl_table=11,"protein_id=""WP_011553761.1"" ",,
gene=4464580..4467237,"locus_tag=""MXAN_RS18190""","old_locus_tag=""MXAN_3749""","locus_tag=""MXAN_RS18190""","old_locus_tag=""MXAN_3749""",codon_start=1,transl_table=11,"product=""RND family transporter""","protein_id=""WP_011553762.1"" ",
gene=4467234..4468181,"locus_tag=""MXAN_RS18195""","old_locus_tag=""MXAN_3750""","locus_tag=""MXAN_RS18195""","old_locus_tag=""MXAN_3750""",codon_start=1,transl_table=11,"product=""phosphatase PAP2 family protein""","protein_id=""WP_225909273.1"" ",
gene=4468218..4469408,"locus_tag=""MXAN_RS18200""","old_locus_tag=""MXAN_3751""","locus_tag=""MXAN_RS18200""","old_locus_tag=""MXAN_3751""",codon_start=1,transl_table=11,"protein_id=""WP_011553764.1"" ",,
gene=4469405..4470133,"locus_tag=""MXAN_RS18205""","old_locus_tag=""MXAN_3752""","locus_tag=""MXAN_RS18205""","old_locus_tag=""MXAN_3752""",codon_start=1,transl_table=11,"product=""class I SAM-dependent methyltransferase""","protein_id=""WP_011553765.1"" ",
gene=4470126..4471103,"locus_tag=""MXAN_RS18210""","old_locus_tag=""MXAN_3753""","locus_tag=""MXAN_RS18210""","old_locus_tag=""MXAN_3753""",codon_start=1,transl_table=11,"product=""hydroxymethylglutaryl-CoA lyase""","protein_id=""WP_011553766.1"" ",
gene=4471259..4472818,"locus_tag=""MXAN_RS18215""","old_locus_tag=""MXAN_3754""","locus_tag=""MXAN_RS18215""","old_locus_tag=""MXAN_3754""",codon_start=1,transl_table=11,"product=""methyl-accepting chemotaxis protein""","protein_id=""WP_011553767.1"" ",
gene=complement(4472894..4474858),"locus_tag=""MXAN_RS18220""","old_locus_tag=""MXAN_3756""","locus_tag=""MXAN_RS18220""","old_locus_tag=""MXAN_3756""",codon_start=1,transl_table=11,"product=""TIM44-like domain-containing protein""","protein_id=""WP_011553769.1"" ",
gene=4474964..4475740,"locus_tag=""MXAN_RS18225""","old_locus_tag=""MXAN_3757""","locus_tag=""MXAN_RS18225""","old_locus_tag=""MXAN_3757""",codon_start=1,transl_table=11,"product=""enoyl-CoA hydratase-related protein""","protein_id=""WP_011553770.1"" ",
gene=complement(4475839..4476198),"locus_tag=""MXAN_RS18230""","old_locus_tag=""MXAN_3758""","locus_tag=""MXAN_RS18230""","old_locus_tag=""MXAN_3758""",codon_start=1,transl_table=11,"product=""YtxH domain-containing protein""","protein_id=""WP_011553771.1"" ",
gene=4476402..4477931,"locus_tag=""MXAN_RS18235""","old_locus_tag=""MXAN_3759""","locus_tag=""MXAN_RS18235""","old_locus_tag=""MXAN_3759""",codon_start=1,transl_table=11,"product=""acyl-CoA carboxylase subunit beta""","protein_id=""WP_026114126.1"" ",
gene=4478003..4479148,"locus_tag=""MXAN_RS18240""","old_locus_tag=""MXAN_3760""","locus_tag=""MXAN_RS18240""","old_locus_tag=""MXAN_3760""",codon_start=1,transl_table=11,"product=""acyl-CoA dehydrogenase family protein""","protein_id=""WP_011553773.1"" ",
gene=4479148..4480011,"locus_tag=""MXAN_RS18245""","old_locus_tag=""MXAN_3761""","locus_tag=""MXAN_RS18245""","old_locus_tag=""MXAN_3761""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_171452231.1"" ",
gene=4480008..4480790,"locus_tag=""MXAN_RS18250""","old_locus_tag=""MXAN_3762""","locus_tag=""MXAN_RS18250""","old_locus_tag=""MXAN_3762""",codon_start=1,transl_table=11,"product=""ribonuclease III""","protein_id=""WP_011553775.1"" ",
gene=4480838..4481545,"locus_tag=""MXAN_RS18255""","old_locus_tag=""MXAN_3763""","locus_tag=""MXAN_RS18255""","old_locus_tag=""MXAN_3763""",codon_start=1,transl_table=11,"product=""peptidylprolyl isomerase""","protein_id=""WP_020478133.1"" ",
gene=4481549..4482145,"locus_tag=""MXAN_RS18260""","old_locus_tag=""MXAN_3764""","locus_tag=""MXAN_RS18260""","old_locus_tag=""MXAN_3764""",codon_start=1,transl_table=11,"product=""peptidylprolyl isomerase""","protein_id=""WP_011553777.1"" ",
gene=4482267..4483211,"locus_tag=""MXAN_RS18265""","old_locus_tag=""MXAN_3765""","locus_tag=""MXAN_RS18265""","old_locus_tag=""MXAN_3765""",codon_start=1,transl_table=11,"product=""GTPase Era""","protein_id=""WP_011553778.1"" ",
gene=4483213..4484592,"locus_tag=""MXAN_RS18270""","old_locus_tag=""MXAN_3766""","locus_tag=""MXAN_RS18270""","old_locus_tag=""MXAN_3766""",codon_start=1,transl_table=11,"product=""ribosome bio",,
"genesis GTPase Der""","protein_id=""WP_011553779.1"" ","protein_id=""WP_011553779.1"" ","protein_id=""WP_011553779.1"" ","protein_id=""WP_011553779.1"" ",,,,,
gene=4484664..4485467,"locus_tag=""MXAN_RS18275""","old_locus_tag=""MXAN_3767""","locus_tag=""MXAN_RS18275""","old_locus_tag=""MXAN_3767""",codon_start=1,transl_table=11,"product=""tetratricopeptide repeat protein""","protein_id=""WP_011553780.1"" ",
gene=4485479..4486642,"locus_tag=""MXAN_RS18280""","old_locus_tag=""MXAN_3768""","locus_tag=""MXAN_RS18280""","old_locus_tag=""MXAN_3768""",codon_start=1,transl_table=11,"product=""PQQ-binding-like beta-propeller repeat protein""","protein_id=""WP_011553781.1"" ",
gene=4486642..4487067,"locus_tag=""MXAN_RS18285""","old_locus_tag=""MXAN_3769""","locus_tag=""MXAN_RS18285""","old_locus_tag=""MXAN_3769""",codon_start=1,transl_table=11,"product=""(deoxy)nucleoside triphosphatepyrophosphohydrolase""","protein_id=""WP_011553782.1"" ",
gene=4487067..4487948,"locus_tag=""MXAN_RS18290""","old_locus_tag=""MXAN_3770""","locus_tag=""MXAN_RS18290""","old_locus_tag=""MXAN_3770""",codon_start=1,transl_table=11,"product=""ribonuclease H-like domain-containing protein""","protein_id=""WP_026114125.1"" ",
gene=4488105..4488920,"locus_tag=""MXAN_RS18295""","old_locus_tag=""MXAN_3771""","locus_tag=""MXAN_RS18295""","old_locus_tag=""MXAN_3771""",codon_start=1,transl_table=11,"product=""DUF3014 domain-containing protein""","protein_id=""WP_011553784.1"" ",
gene=complement(4488949..4489371),"locus_tag=""MXAN_RS18300""","old_locus_tag=""MXAN_3772""","locus_tag=""MXAN_RS18300""","old_locus_tag=""MXAN_3772""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909274.1"" ",
gene=4489837..4492257,"locus_tag=""MXAN_RS18305""","old_locus_tag=""MXAN_3773""","locus_tag=""MXAN_RS18305""","old_locus_tag=""MXAN_3773""",codon_start=1,transl_table=11,"product=""ABC transporter permease""","protein_id=""WP_011553786.1"" ",
gene=4492562..4494655,"locus_tag=""MXAN_RS18310""","old_locus_tag=""MXAN_3774""","locus_tag=""MXAN_RS18310""","old_locus_tag=""MXAN_3774""",codon_start=1,transl_table=11,"product=""S46 family peptidase""","protein_id=""WP_171452228.1"" ",
gene=complement(4494778..4496331),"locus_tag=""MXAN_RS18315""","old_locus_tag=""MXAN_3775""","locus_tag=""MXAN_RS18315""","old_locus_tag=""MXAN_3775""",codon_start=1,transl_table=11,"product=""glutamine-hydrolyzing GMP synthase""","protein_id=""WP_011553788.1"" ",
gene=4496433..4497065,"locus_tag=""MXAN_RS18320""","old_locus_tag=""MXAN_3776""","locus_tag=""MXAN_RS18320""","old_locus_tag=""MXAN_3776""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_225909275.1"" ",
gene=complement(4497188..4498645),"locus_tag=""MXAN_RS18325""","old_locus_tag=""MXAN_3777""","locus_tag=""MXAN_RS18325""","old_locus_tag=""MXAN_3777""",codon_start=1,transl_table=11,"product=""IMP dehydrogenase""","protein_id=""WP_011553790.1"" ",
gene=4498820..4501138,"locus_tag=""MXAN_RS18330""","old_locus_tag=""MXAN_3778""","locus_tag=""MXAN_RS18330""","old_locus_tag=""MXAN_3778""",codon_start=1,transl_table=11,"product=""TIGR02266 family protein""","protein_id=""WP_011553791.1"" ",
gene=4501281..4544105,"locus_tag=""MXAN_RS18335""","old_locus_tag=""MXAN_3779""","locus_tag=""MXAN_RS18335""","old_locus_tag=""MXAN_3779""",codon_start=1,transl_table=11,"protein_id=""WP_011553792.1"" ",,
gene=complement(4544092..4546653),"locus_tag=""MXAN_RS18340""","old_locus_tag=""MXAN_3780""","locus_tag=""MXAN_RS18340""","old_locus_tag=""MXAN_3780""",codon_start=1,transl_table=11,"product=""patatin-like phospholipase family protein""","protein_id=""WP_043612709.1"" ",
gene=complement(4546777..4547556),"locus_tag=""MXAN_RS18345""","old_locus_tag=""MXAN_3781""","locus_tag=""MXAN_RS18345""","old_locus_tag=""MXAN_3781""",codon_start=1,transl_table=11,"product=""DedA family protein""","protein_id=""WP_011553794.1"" ",
gene=complement(4547966..4548436),"locus_tag=""MXAN_RS18350""","old_locus_tag=""MXAN_3782""","locus_tag=""MXAN_RS18350""","old_locus_tag=""MXAN_3782""",codon_start=1,transl_table=11,"protein_id=""WP_011553795.1"" ",,
gene=complement(4548478..4548993),"locus_tag=""MXAN_RS18355""","old_locus_tag=""MXAN_3783""","locus_tag=""MXAN_RS18355""","old_locus_tag=""MXAN_3783""",codon_start=1,transl_table=11,"product=""gamma carbonic anhydrase family protein""","protein_id=""WP_011553796.1"" ",
gene=complement(4548998..4550386),"locus_tag=""MXAN_RS18360""","old_locus_tag=""MXAN_3784""","locus_tag=""MXAN_RS18360""","old_locus_tag=""MXAN_3784""",codon_start=1,transl_table=11,"product=""tRNA (N6-isopentenyladenosine(37)-C2)-methylthiotransferase MiaB""","protein_id=""WP_011553797.1"" ",
gene=complement(4550460..4550969),"locus_tag=""MXAN_RS18365""","old_locus_tag=""MXAN_3785""","locus_tag=""MXAN_RS18365""","old_locus_tag=""MXAN_3785""",codon_start=1,transl_table=11,"product=""hypothetical protein""","protein_id=""WP_011553798.1"" ",
